date,water_quantity
2025-01-01,8.24301898564121
2025-01-02,5.853691111132964
2025-01-03,7.187463089026171
2025-01-04,13.146287962469701
2025-01-05,10.621425572083146
2025-01-06,8.92001900391779
2025-01-07,7.233501384733456
2025-01-08,13.033321863011862
2025-01-09,6.2868319109966935
2025-01-10,5.874811472284101
2025-01-11,14.980029341900192
2025-01-12,12.318150848645368
2025-01-13,10.338645137121105
2025-01-14,2.2237239912593116
2025-01-15,10.457333932745826
2025-01-16,9.818443187448555
2025-01-17,4.200215609788135
2025-01-18,10.514938571706482
2025-01-19,6.649829656197044
2025-01-20,4.388360424524904
2025-01-21,19.290679386680935
2025-01-22,12.58460735720158
2025-01-23,6.269825712159846
2025-01-24,5.8732626543677
2025-01-25,8.54403273423669
2025-01-26,9.951315259132265
2025-01-27,9.994508977939866
2025-01-28,8.579435918779964
2025-01-29,6.22529596447011
2025-01-30,9.22013262575789
2025-01-31,5.580086268493411
2025-02-01,12.405899800368788
2025-02-02,14.379161978293077
2025-02-03,10.960064570899645
2025-02-04,9.034143242720331
2025-02-05,15.38424359715202
2025-02-06,10.130966627872308
2025-02-07,11.209404248004905
2025-02-08,7.095170338816028
2025-02-09,5.64484253428529
2025-02-10,14.158673386822313
2025-02-11,15.272676697888183
2025-02-12,6.246758983884058
2025-02-13,20.0
2025-02-14,10.040393941310603
2025-02-15,5.09248642515726
2025-02-16,9.262350914283148
2025-02-17,2.0
2025-02-18,7.992447925447184
2025-02-19,14.188132119546571
2025-02-20,4.391236764900483
2025-02-21,10.679457052336943
2025-02-22,2.0
2025-02-23,18.89592337249392
2025-02-24,7.0553329901546284
2025-02-25,8.970180592963146
2025-02-26,8.266779700051782
2025-02-27,14.015510091403893
2025-02-28,16.016194458971256
2025-03-01,10.730498680617258
2025-03-02,12.576730142019592
2025-03-03,9.970335674388645
2025-03-04,9.271545773240572
2025-03-05,9.986274385045798
2025-03-06,13.877892231606836
2025-03-07,6.624962394774154
2025-03-08,9.166098256453122
2025-03-09,11.006510189303572
2025-03-10,14.220129077103511
2025-03-11,10.052871817495806
2025-03-12,10.250647370198031
2025-03-13,17.830034083737598
2025-03-14,3.5248035548898837
2025-03-15,5.816100669359297
2025-03-16,7.977976230717045
2025-03-17,16.256396261603065
2025-03-18,6.6862865196877355
2025-03-19,12.770284119923108
2025-03-20,13.056709383418749
2025-03-21,6.2900152643888685
2025-03-22,10.532291363938937
2025-03-23,12.563221729023981
2025-03-24,7.86384865025307
2025-03-25,10.94249883560202
2025-03-26,7.353256444699273
2025-03-27,8.816918172268924
2025-03-28,6.121599357912064
2025-03-29,9.132611292024114
2025-03-30,8.130994149813615
2025-03-31,2.77012241253826
2025-04-01,4.82329526810171
2025-04-02,3.3812643239648574
2025-04-03,12.319387747181024
2025-04-04,9.580038620406103
2025-04-05,5.592525164905845
2025-04-06,8.890227909587027
2025-04-07,12.937744686562946
2025-04-08,4.828763210625702
2025-04-09,14.165589343980914
2025-04-10,10.575060667964788
2025-04-11,13.464251589110614
2025-04-12,11.556475134090844
2025-04-13,13.177096255928333
2025-04-14,10.47996263868309
2025-04-15,14.96955240379939
2025-04-16,9.131983496541121
2025-04-17,10.573161402307578
2025-04-18,5.3226479265026025
2025-04-19,9.373214901941015
2025-04-20,2.0
2025-04-21,9.850834325772674
2025-04-22,8.604003950187858
2025-04-23,11.601934297868635
2025-04-24,12.661856161301705
2025-04-25,10.862590563029926
2025-04-26,12.670882440511
2025-04-27,11.860184795311834
2025-04-28,9.483612874575906
2025-04-29,12.000980359478897
2025-04-30,5.419907729769486
2025-05-01,7.2707921816671925
2025-05-02,2.9542242009963564
2025-05-03,8.595697408205222
2025-05-04,14.205537241913024
2025-05-05,15.884547862057996
2025-05-06,9.74773992442145
2025-05-07,8.238482935181594
2025-05-08,15.33228852307646
2025-05-09,8.848131196159729
2025-05-10,6.5882607312848265
2025-05-11,6.032968777378054
2025-05-12,8.475739813587621
2025-05-13,7.640917828071346
2025-05-14,10.125869693896401
2025-05-15,14.111506311178603
2025-05-16,13.63461575053364
2025-05-17,8.777309135179193
2025-05-18,2.0
2025-05-19,10.58657175097381
2025-05-20,5.899525859337749
2025-05-21,5.829916635926673
2025-05-22,11.467607010346926
2025-05-23,14.707429352343805
2025-05-24,10.332824059307107
2025-05-25,8.505193189298762
2025-05-26,11.939574966221649
2025-05-27,13.799364276889568
2025-05-28,4.471321273221886
2025-05-29,12.383848659010186
2025-05-30,15.734618421001326
2025-05-31,12.156885795576665
2025-06-01,16.07107395806176
2025-06-02,20.0
2025-06-03,12.22115952934796
2025-06-04,15.36432028535826
2025-06-05,14.592210003955113
2025-06-06,8.384488678197304
2025-06-07,8.58407046893198
2025-06-08,11.638133187014464
2025-06-09,8.517333709647621
2025-06-10,12.533730805859891
2025-06-11,9.45829545941601
2025-06-12,9.306538397926877
2025-06-13,2.679679396539121
2025-06-14,11.622993020114698
2025-06-15,12.277398584274332
2025-06-16,6.4131290045685505
2025-06-17,9.78532401124359
2025-06-18,10.21177001506347
2025-06-19,19.48091020471001
2025-06-20,7.857461885267477
2025-06-21,8.575200555755815
2025-06-22,10.799617904432669
2025-06-23,11.106705953448056
2025-06-24,5.377258983156648
2025-06-25,7.041358374517506
2025-06-26,8.750750795528438
2025-06-27,8.666699015509309
2025-06-28,6.9079488841419625
2025-06-29,8.225624986545286
2025-06-30,4.61335364297139
2025-07-01,18.99974090403566
2025-07-02,7.710837799396462
2025-07-03,7.662505664401977
2025-07-04,10.783487534436638
2025-07-05,8.813151372754536
2025-07-06,9.889414658499891
2025-07-07,2.514087470204208
2025-07-08,8.994766119461932
2025-07-09,11.022536974139797
2025-07-10,14.49477661394545
2025-07-11,16.529909251427515
2025-07-12,8.856719614534537
2025-07-13,3.731288781098417
2025-07-14,13.317551879743345
2025-07-15,13.327375738570675
2025-07-16,10.496208394717174
2025-07-17,6.228732770194191
2025-07-18,13.873903285877825
2025-07-19,10.663991513714423
2025-07-20,17.156521684324424
2025-07-21,15.849830867721412
2025-07-22,14.309424908049479
2025-07-23,7.75823521082224
2025-07-24,6.125340609879483
2025-07-25,4.099440534234254
2025-07-26,15.667708543399346
2025-07-27,4.163306364580175
2025-07-28,9.79404887928054
2025-07-29,10.486209235120006
2025-07-30,15.984237567725735
2025-07-31,12.382399626097817
2025-08-01,12.47857486449013
2025-08-02,15.151478035707855
2025-08-03,12.889418168933888
2025-08-04,8.344227535989855
2025-08-05,9.567845783249535
2025-08-06,11.13988095456623
2025-08-07,8.226016263618737
2025-08-08,7.985619295631011
2025-08-09,8.41011293609487
2025-08-10,11.293083364699791
2025-08-11,6.667010341373286
2025-08-12,12.413053089666803
2025-08-13,9.526293990583012
2025-08-14,13.58901987725953
2025-08-15,15.157525389135436
2025-08-16,11.530824347865105
2025-08-17,9.730584731561745
2025-08-18,10.51125096953871
2025-08-19,5.460827648087437
2025-08-20,14.660742805932653
2025-08-21,5.678953541623998
2025-08-22,5.809854149663188
2025-08-23,6.426239624292998
2025-08-24,12.166741339660609
2025-08-25,7.154108553677892
2025-08-26,11.80880627357404
2025-08-27,12.265784437337825
2025-08-28,11.165386207045561
2025-08-29,9.578993169229381
2025-08-30,14.629157324003161
2025-08-31,14.252999841264941
2025-09-01,7.325152956203519
2025-09-02,5.224201414344107
2025-09-03,12.71606414046499
2025-09-04,8.758387636907528
2025-09-05,5.787018333888231
2025-09-06,11.015838630058102
2025-09-07,3.896073260788552
2025-09-08,7.322027746729552
2025-09-09,8.676821809303314
2025-09-10,12.878954478312924
2025-09-11,6.944436680803075
2025-09-12,6.7039006274882516
2025-09-13,10.186762799735051
2025-09-14,13.058150344032878
2025-09-15,2.0
2025-09-16,11.707681996705297
2025-09-17,6.532188219997588
2025-09-18,13.489737135156254
2025-09-19,12.991926675499021
2025-09-20,11.576397062778598
2025-09-21,12.534800332039797
2025-09-22,8.568292005722329
2025-09-23,4.859070143859048
2025-09-24,6.176641720603929
2025-09-25,13.467617639174623
2025-09-26,5.24733752056367
2025-09-27,10.991555127039975
2025-09-28,12.836913386540559
2025-09-29,10.429206420262275
2025-09-30,16.593636936340335
2025-10-01,10.349449330086149
2025-10-02,2.0
2025-10-03,12.486570691216073
2025-10-04,11.753967677659803
2025-10-05,18.076111974424297
2025-10-06,14.87690941025167
2025-10-07,8.305042245559168
2025-10-08,9.121737315354396
2025-10-09,8.772615194309141
2025-10-10,5.421129943524566
2025-10-11,10.228465290382529
2025-10-12,10.267439451200076
2025-10-13,5.947283110849985
2025-10-14,10.407241339059247
2025-10-15,10.564991293062395
2025-10-16,8.24291030290655
2025-10-17,2.731518674529787
2025-10-18,14.649644232892223
2025-10-19,9.29594009276338
2025-10-20,16.030756446571218
2025-10-21,9.416179676257096
2025-10-22,7.837743602738501
2025-10-23,3.9143869754132483
2025-10-24,8.109867908143132
2025-10-25,15.82772276122181
2025-10-26,10.688163170629144
2025-10-27,5.213439380979601
2025-10-28,9.755428174231035
2025-10-29,3.195239497100057
2025-10-30,12.784282552796459
2025-10-31,5.185652413854392
2025-11-01,8.709761625935078
2025-11-02,5.798816783561261
2025-11-03,9.84795104096835
2025-11-04,9.948784448302607
2025-11-05,15.138766641022709
2025-11-06,14.877355962966632
2025-11-07,6.140225578952542
2025-11-08,11.59860689468067
2025-11-09,6.517899297687931
2025-11-10,9.424095487094212
2025-11-11,2.835969274789539
2025-11-12,6.942550818697682
2025-11-13,17.019216568718242
2025-11-14,13.670124970105933
2025-11-15,10.660616520784965
2025-11-16,11.537666245274412
2025-11-17,9.958218640980084
2025-11-18,4.333868269303761
2025-11-19,10.675525585994512
2025-11-20,12.192139753895736
2025-11-21,4.371927162651233
2025-11-22,8.70428041770387
2025-11-23,6.579563092611158
2025-11-24,7.42143033347849
2025-11-25,12.278917796964716
2025-11-26,17.68190258741182
2025-11-27,13.713159337453718
2025-11-28,7.55305976687916
2025-11-29,11.83327847504641
2025-11-30,13.406129348480833
2025-12-01,10.761298215605727
2025-12-02,17.05268363809293
2025-12-03,5.109740061948402
2025-12-04,9.621368400342854
2025-12-05,15.057159524674336
2025-12-06,8.391387801430449
2025-12-07,17.005607540886203
2025-12-08,15.49284899013271
2025-12-09,10.050109321207572
2025-12-10,8.245930373204466
2025-12-11,9.62403507167009
2025-12-12,6.381156362615653
2025-12-13,13.189075176079278
2025-12-14,10.078512028806223
2025-12-15,4.161221453449851
2025-12-16,8.748354030544748
2025-12-17,10.075796640216046
2025-12-18,9.227504358142369
2025-12-19,10.58516657058857
2025-12-20,13.597779955826983
2025-12-21,3.8690871270162193
2025-12-22,7.734896972007684
2025-12-23,3.582814735622347
2025-12-24,11.066990254199847
2025-12-25,12.105292826329412
2025-12-26,5.615106962753253
2025-12-27,3.847640718365753
2025-12-28,10.799132587826763
2025-12-29,13.823819297266903
2025-12-30,7.971968765956605
2025-12-31,9.308893563166617
