date,temperature
2025-01-01,23.01996463946015
2025-01-02,29.432087328506746
2025-01-03,25.197279750399005
2025-01-04,17.61682446210078
2025-01-05,23.955960995823222
2025-01-06,21.402951277230642
2025-01-07,19.910144784689976
2025-01-08,45.0
2025-01-09,33.82132769153319
2025-01-10,36.036129601828385
2025-01-11,36.16819642197828
2025-01-12,32.47403802375177
2025-01-13,25.86666855271773
2025-01-14,28.891085430982454
2025-01-15,29.050971601730776
2025-01-16,39.47752965235972
2025-01-17,27.055540133364286
2025-01-18,17.197450887850792
2025-01-19,29.602201904233855
2025-01-20,18.027715475443763
2025-01-21,24.65063865655904
2025-01-22,22.99183535985602
2025-01-23,28.889971362748803
2025-01-24,25.742910490069665
2025-01-25,30.637006545373538
2025-01-26,18.07011538954585
2025-01-27,29.65899820885967
2025-01-28,21.392136605548714
2025-01-29,45.0
2025-01-30,35.435906202952694
2025-01-31,28.030896773168834
2025-02-01,27.23181555028587
2025-02-02,23.072929255130532
2025-02-03,21.356716203468125
2025-02-04,26.406346696163084
2025-02-05,35.450003245201245
2025-02-06,24.125483179543387
2025-02-07,23.67979040747128
2025-02-08,27.07792889813649
2025-02-09,15.944546566397788
2025-02-10,42.550783919078
2025-02-11,29.993036545252053
2025-02-12,20.287314610615628
2025-02-13,19.38027999677484
2025-02-14,21.20555683614375
2025-02-15,26.283902494501678
2025-02-16,25.98174594458542
2025-02-17,28.19935741407393
2025-02-18,34.31420608386652
2025-02-19,29.416262640382115
2025-02-20,25.767455334845707
2025-02-21,16.788537273067682
2025-02-22,42.63877220922318
2025-02-23,29.730716584376175
2025-02-24,18.57224606454146
2025-02-25,29.150523537721835
2025-02-26,11.423297922629162
2025-02-27,18.13009811029055
2025-02-28,44.57373400839879
2025-03-01,10.0
2025-03-02,28.19665129307338
2025-03-03,20.03644438779575
2025-03-04,36.152131909116875
2025-03-05,37.06302076063661
2025-03-06,26.936075652988652
2025-03-07,18.399601243038006
2025-03-08,29.094222007331236
2025-03-09,25.685480561751145
2025-03-10,22.57598521601266
2025-03-11,22.33392783778504
2025-03-12,27.51763853860261
2025-03-13,27.059899188810192
2025-03-14,18.80174550445519
2025-03-15,25.679279342026547
2025-03-16,17.993379084162257
2025-03-17,19.844552441659232
2025-03-18,19.925867041852808
2025-03-19,26.45137706918555
2025-03-20,41.9426444057506
2025-03-21,20.421341724333637
2025-03-22,16.052789884359655
2025-03-23,26.358362383858037
2025-03-24,23.193771812865695
2025-03-25,25.9959743802406
2025-03-26,16.7120597024086
2025-03-27,28.57249957443727
2025-03-28,27.197898673173828
2025-03-29,26.91933480059731
2025-03-30,24.604400718105342
2025-03-31,33.58291753575668
2025-04-01,23.172535169496523
2025-04-02,26.095031259842003
2025-04-03,26.909356183104265
2025-04-04,35.611459017686585
2025-04-05,30.042636482036453
2025-04-06,21.689575325123208
2025-04-07,18.28160029789694
2025-04-08,23.932486108500537
2025-04-09,39.493891541114294
2025-04-10,17.853004452628255
2025-04-11,31.627656303745415
2025-04-12,26.265069244461092
2025-04-13,23.4801966635103
2025-04-14,45.0
2025-04-15,29.54987864483042
2025-04-16,27.64063562657596
2025-04-17,26.55383178460593
2025-04-18,31.780833366616445
2025-04-19,28.04931369278049
2025-04-20,27.903717045856876
2025-04-21,24.68074141308092
2025-04-22,26.562134658021883
2025-04-23,35.439742058976535
2025-04-24,20.593794180190457
2025-04-25,23.914635785070903
2025-04-26,35.389828863176035
2025-04-27,24.06059687167167
2025-04-28,24.517777394741657
2025-04-29,29.957770936598383
2025-04-30,19.68956068376004
2025-05-01,31.31866654040109
2025-05-02,30.98562270031793
2025-05-03,28.911088584184924
2025-05-04,26.487503592146805
2025-05-05,30.460620803306682
2025-05-06,17.798339225181927
2025-05-07,10.436506062080056
2025-05-08,23.118353877885166
2025-05-09,20.48232074353797
2025-05-10,36.0531269630245
2025-05-11,25.641024468317063
2025-05-12,37.05885931774053
2025-05-13,16.029013118531353
2025-05-14,25.688687857143876
2025-05-15,31.286371118131434
2025-05-16,35.505102543211244
2025-05-17,23.967035505970216
2025-05-18,24.77368232065819
2025-05-19,35.31624958234032
2025-05-20,14.582982612392938
2025-05-21,17.424948854263803
2025-05-22,20.75254839315721
2025-05-23,19.157986438625915
2025-05-24,23.208826268858633
2025-05-25,25.59024729486728
2025-05-26,25.829179533721145
2025-05-27,26.278987715095184
2025-05-28,32.33907593985591
2025-05-29,20.277144208209474
2025-05-30,37.90757764011218
2025-05-31,22.324289220581672
2025-06-01,29.589813359206282
2025-06-02,30.80135878097817
2025-06-03,26.37727343075316
2025-06-04,20.18363051073478
2025-06-05,25.231966132661043
2025-06-06,45.0
2025-06-07,33.774119734759054
2025-06-08,21.539945914512277
2025-06-09,24.54535336720901
2025-06-10,38.8955054046059
2025-06-11,12.640638408246922
2025-06-12,20.84562987999309
2025-06-13,22.58545411913062
2025-06-14,25.36380102935195
2025-06-15,25.72295029163882
2025-06-16,12.155186692861797
2025-06-17,14.66511144341884
2025-06-18,23.838227268723763
2025-06-19,24.122243024463437
2025-06-20,22.284923216377194
2025-06-21,29.398231997488846
2025-06-22,38.64659532751286
2025-06-23,20.228773532735612
2025-06-24,24.052329691730474
2025-06-25,24.11994838056962
2025-06-26,36.33770239417304
2025-06-27,25.81877360344308
2025-06-28,45.0
2025-06-29,34.89292053413275
2025-06-30,28.288740777973416
2025-07-01,25.20920706714674
2025-07-02,32.74801885558182
2025-07-03,24.593993603255754
2025-07-04,34.06126520825912
2025-07-05,28.128932210515554
2025-07-06,23.816222117409335
2025-07-07,27.87646570768653
2025-07-08,26.59173718186039
2025-07-09,37.47819708307814
2025-07-10,19.48781631004872
2025-07-11,29.368276653992115
2025-07-12,36.29471101298966
2025-07-13,25.1966565706399
2025-07-14,18.3844250061852
2025-07-15,13.428861102533586
2025-07-16,41.29736901167897
2025-07-17,34.67343554061277
2025-07-18,23.32710396640681
2025-07-19,13.904060161635247
2025-07-20,32.26899973217143
2025-07-21,45.0
2025-07-22,19.414006308202076
2025-07-23,25.972929706065813
2025-07-24,29.133357255924054
2025-07-25,40.86714215246387
2025-07-26,29.722419351892764
2025-07-27,36.466693762098004
2025-07-28,35.21999304119977
2025-07-29,19.557778743465896
2025-07-30,20.34387831711455
2025-07-31,24.09880359065513
2025-08-01,28.288794234621935
2025-08-02,26.15356381852525
2025-08-03,32.78125940728712
2025-08-04,22.570219123124986
2025-08-05,30.06818305374178
2025-08-06,21.12580954247524
2025-08-07,32.80476044968509
2025-08-08,25.057722030734258
2025-08-09,29.438684365887244
2025-08-10,24.518529747058718
2025-08-11,33.46964328507073
2025-08-12,28.27651229225229
2025-08-13,20.04317453916304
2025-08-14,29.426000675293018
2025-08-15,26.38520051543004
2025-08-16,21.134514428823728
2025-08-17,10.4093015364565
2025-08-18,27.82996097672042
2025-08-19,28.912223167709644
2025-08-20,25.959756138503245
2025-08-21,32.888710413526546
2025-08-22,27.106240591323584
2025-08-23,24.707944589845685
2025-08-24,29.33008004940673
2025-08-25,29.08850907194977
2025-08-26,29.31889847213622
2025-08-27,30.767404281562705
2025-08-28,18.460740052522908
2025-08-29,19.860345131391746
